0.000000,-501.371000,-0.001000,0.000000,0.000000,0.000000
0.050000,-501.368044,-0.001138,0.000078,0.190217,5.643067
0.100000,-501.352315,-0.001157,-0.000571,0.485428,4.741332
0.150000,-501.323348,-0.001783,-0.002340,0.758768,5.601938
0.200000,-501.279721,-0.003534,-0.005016,1.059243,6.016297
0.250000,-501.219002,-0.006587,-0.007764,1.372592,6.010316
0.300000,-501.142270,-0.011049,-0.010519,1.631416,4.532521
0.350000,-501.053028,-0.016549,-0.013217,1.874754,4.487682
0.400000,-500.952073,-0.022957,-0.016214,2.129544,1.215141
0.450000,-500.839116,-0.030545,-0.019805,2.397473,9.762291
0.500000,-500.713969,-0.039283,-0.023884,2.644719,5.293228
0.550000,-500.576769,-0.049523,-0.028488,2.862153,3.032643
0.600000,-500.427726,-0.061297,-0.033439,3.095738,3.842222
0.650000,-500.266966,-0.074771,-0.038672,3.331351,2.895575
0.700000,-500.094522,-0.090162,-0.044302,3.569497,4.134320
0.750000,-499.910448,-0.107440,-0.050107,3.809179,4.925543
0.800000,-499.714774,-0.126885,-0.056136,4.048311,6.167076
0.850000,-499.507430,-0.148631,-0.062492,4.284386,8.506217
0.900000,-499.288404,-0.172753,-0.069106,4.517993,4.566300
0.950000,-499.057715,-0.199207,-0.075726,4.753476,5.249145
1.000000,-498.815352,-0.228137,-0.082296,4.992801,4.569918
1.050000,-498.561300,-0.259702,-0.088914,5.233034,4.890278
1.100000,-498.295620,-0.294032,-0.095560,5.469541,4.139188
1.150000,-498.018364,-0.331245,-0.102161,5.707921,4.550533
1.200000,-497.729498,-0.371388,-0.108647,5.946485,4.292055
1.250000,-497.428968,-0.414537,-0.115020,6.186547,4.827896
1.300000,-497.116810,-0.460687,-0.121196,6.424037,4.243013
1.350000,-496.793103,-0.509820,-0.127047,6.661365,4.901229
1.400000,-496.457884,-0.561901,-0.132499,6.893358,4.263145
1.450000,-496.111911,-0.616765,-0.137264,7.106342,3.781434
1.500000,-495.755591,-0.674182,-0.141401,7.318498,4.241526
1.550000,-495.388969,-0.733999,-0.145019,7.530969,4.110209
1.600000,-495.011987,-0.796084,-0.148077,7.744779,4.167593
1.650000,-494.624532,-0.860372,-0.150567,7.959298,4.131715
1.700000,-494.226483,-0.926674,-0.152478,8.175749,4.292246
1.750000,-493.817761,-0.994834,-0.153833,8.392444,4.577000
1.800000,-493.398301,-1.064647,-0.154632,8.610046,4.279874
1.850000,-492.968055,-1.136029,-0.154915,8.829090,4.257332
1.900000,-492.526955,-1.208791,-0.154697,9.048042,4.343093
1.950000,-492.074868,-1.282593,-0.153853,9.269738,4.854966
2.000000,-491.611620,-1.357133,-0.152344,9.493150,4.236675
2.050000,-491.137116,-1.432407,-0.150395,9.716877,3.029879
2.100000,-490.651340,-1.508314,-0.148152,9.942882,4.149294
2.150000,-490.154176,-1.584589,-0.145526,10.172270,4.922982
2.200000,-489.645139,-1.660987,-0.142466,10.415939,5.268610
2.250000,-489.122979,-1.737102,-0.139095,10.680554,3.578547
2.300000,-488.589736,-1.811594,-0.136736,10.847575,3.181412
2.350000,-488.047827,-1.884811,-0.134954,11.013370,3.598431
2.400000,-487.497483,-1.957331,-0.133115,11.180496,3.332418
2.450000,-486.938778,-2.029615,-0.130993,11.348608,3.338513
2.500000,-486.371668,-2.101739,-0.128620,11.515167,3.306418
2.550000,-485.796052,-2.173063,-0.125881,11.680634,3.133964
2.600000,-485.211901,-2.243104,-0.122747,11.846879,3.502424
2.650000,-484.619234,-2.311969,-0.119376,12.013182,3.162947
2.700000,-484.018090,-2.379936,-0.115855,12.179945,3.929682
2.750000,-483.408450,-2.446766,-0.112093,12.346251,2.906309
2.800000,-482.790291,-2.512049,-0.108170,12.511999,3.285509
2.850000,-482.163612,-2.575719,-0.104331,12.678898,2.756448
2.900000,-481.528410,-2.637778,-0.100419,12.845671,3.121174
2.950000,-480.884707,-2.698361,-0.096389,13.011533,3.386045
3.000000,-480.232519,-2.757570,-0.092544,13.177961,3.288297
3.050000,-479.571832,-2.815110,-0.088827,13.344866,3.372461
3.100000,-478.902652,-2.870911,-0.085148,13.511003,3.424841
3.150000,-478.224988,-2.925035,-0.081485,13.677939,3.720911
3.200000,-477.538852,-2.977508,-0.077834,13.843367,3.088053
3.250000,-476.844243,-3.028256,-0.074258,14.010399,3.375092
3.300000,-476.141154,-3.076968,-0.070580,14.176559,3.354053
3.350000,-475.429599,-3.123692,-0.066904,14.342807,3.420604
3.400000,-474.709586,-3.168538,-0.063316,14.509576,3.682306
3.450000,-473.981118,-3.211374,-0.059661,14.675385,3.316755
3.500000,-473.244211,-3.252249,-0.056094,14.841922,3.253040
3.550000,-472.498866,-3.291190,-0.052726,15.008375,3.038443
3.600000,-471.745088,-3.328079,-0.049370,15.174786,2.963641
3.650000,-470.982883,-3.362835,-0.045952,15.340874,2.922327
3.700000,-470.212254,-3.395307,-0.042471,15.507385,3.480556
3.750000,-469.433222,-3.425610,-0.039108,15.673656,3.504092
3.800000,-468.645785,-3.453978,-0.035973,15.840488,3.869739
3.850000,-467.849952,-3.480401,-0.032905,16.006475,3.144778
3.900000,-467.045730,-3.504728,-0.029861,16.172557,3.193950
3.950000,-466.233124,-3.526745,-0.026828,16.339085,3.128834
4.000000,-465.412138,-3.546385,-0.023765,16.505641,3.436872
4.050000,-464.582780,-3.563721,-0.020639,16.671858,3.200170
4.100000,-463.745057,-3.578768,-0.017471,16.838099,3.141299
4.150000,-462.898978,-3.591418,-0.014321,17.004164,2.918605
4.200000,-462.044550,-3.601573,-0.011224,17.170686,3.301694
4.250000,-461.181778,-3.609021,-0.008014,17.337195,3.377766
4.300000,-460.310674,-3.613613,-0.004605,17.503192,2.787736
4.350000,-459.431251,-3.615384,-0.001187,17.669213,3.050962
4.400000,-458.543511,-3.614417,0.002117,17.835826,3.198245
4.450000,-457.647458,-3.610872,0.005236,18.002495,3.508527
4.500000,-456.743098,-3.604666,0.008280,18.168882,3.251162
4.550000,-455.830449,-3.595635,0.011311,18.334592,2.850090
4.600000,-454.909517,-3.583866,0.014176,18.501517,3.483529
4.650000,-453.980299,-3.569369,0.016983,18.667768,3.177669
4.700000,-453.042811,-3.552190,0.019815,18.833730,2.884710
4.750000,-452.097051,-3.532478,0.022484,19.000460,3.459465
4.800000,-451.143027,-3.510133,0.025044,19.166797,3.036936
4.850000,-450.180751,-3.485117,0.027579,19.332961,3.431484
4.900000,-449.210223,-3.457436,0.030103,19.499489,3.095909
4.950000,-448.231455,-3.427071,0.032642,19.665422,3.095007
5.000000,-447.244449,-3.393994,0.035163,19.831933,2.934297
5.050000,-446.249218,-3.358188,0.037673,19.998525,3.085047
5.100000,-445.245763,-3.319676,0.040136,20.164856,3.505045
5.150000,-444.234090,-3.278482,0.042552,20.331471,3.666109
5.200000,-443.214198,-3.234637,0.044878,20.497972,3.388517
5.250000,-442.186107,-3.187946,0.047269,20.663999,3.771378
5.300000,-441.149822,-3.138435,0.049646,20.830207,3.522206
5.350000,-440.105342,-3.086190,0.051929,20.996226,3.028492
5.400000,-439.052673,-3.031135,0.054249,21.163151,3.445800
5.450000,-437.991829,-2.973158,0.056644,21.330171,3.885774
5.500000,-436.922821,-2.912311,0.058959,21.495594,3.261886
